Region	Cluster_type	Cluster-Name	Start	End	Genes_total	Genes_expressed	Reads_total	Mean_reads_per_gene	Completeness	Status
contig_2	CDS	Peptidase_S33_tripeptidyl_aminopeptidase-like_C-terminal_domain-containing_protein	4022061	4023600	1	1	26	26.0	100.0%	complete
contig_2	CDS	Peptidase_S1_domain-containing_protein	2741196	2742435	1	1	1273	1273.0	100.0%	complete
contig_3	CDS	DUF3558_domain-containing_protein	701410	702013	1	1	2197	2197.0	100.0%	complete
contig_2	CDS	DNA_mismatch_repair_protein_MutT	4095323	4096175	1	1	415	415.0	100.0%	complete
contig_2	CDS	ABC_transporter_permease	4264409	4265303	1	1	1653	1653.0	100.0%	complete
contig_3	CDS	Acyl_carrier_protein	2573467	2573722	1	0	0	0.0	0.0%	empty
contig_2	CDS	amidase	1536201	1537857	1	1	7210	7210.0	100.0%	complete
contig_2	CDS	Short-chain_dehydrogenase	529789	530548	1	1	16	16.0	100.0%	complete
contig_2	CDS	Chitin-binding_protein	1946588	1947590	1	1	134	134.0	100.0%	complete
contig_3	CDS	signal_recognition_particle-docking_protein_FtsY	579501	580728	1	1	9492	9492.0	100.0%	complete
contig_2	CDS	Putative_carboxypeptidase	206792	208187	1	1	153	153.0	100.0%	complete
contig_3	CDS	DUF742_domain-containing_protein	1690771	1691143	1	1	1862	1862.0	100.0%	complete
contig_2	CDS	Pyridine_nucleotide-disulfide_oxidoreductase	288019	289387	1	1	8	8.0	100.0%	complete
contig_2	CDS	Acyl-ACP_desaturase	2936082	2937057	1	1	13425	13425.0	100.0%	complete
contig_2	CDS	Peptide-N4-asparagine_amidase_A	944216	945830	1	1	2298	2298.0	100.0%	complete
contig_2	CDS	DNA_mismatch_repair_protein_MutT	1458167	1458656	1	1	18	18.0	100.0%	complete
contig_3	CDS	enoyl-CoA_hydratase_family_protein	915414	916242	1	1	33	33.0	100.0%	complete
contig_2	CDS	DNA-binding_response_regulator	1051310	1052021	1	1	87	87.0	100.0%	complete
contig_2	CDS	Histidine_kinase	3092855	3094754	1	1	1705	1705.0	100.0%	complete
contig_3	CDS	Nucleic_acid/nucleotide_deaminase_of_polymorphic_system_toxin	1962759	1963098	1	1	48	48.0	100.0%	complete
contig_2	CDS	Hydrolase	4279401	4280265	1	1	413	413.0	100.0%	complete
contig_2	CDS	(d)CMP_kinase	1993573	1994305	1	1	2798	2798.0	100.0%	complete
contig_2	CDS	HTH_asnC-type_domain-containing_protein	4117262	4117781	1	1	292	292.0	100.0%	complete
contig_3	CDS	PPM-type_phosphatase_domain-containing_protein	32876	33998	1	1	792	792.0	100.0%	complete
contig_2	CDS	GntR_family_transcriptional_regulator	4094493	4095186	1	1	2952	2952.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4821955	4822216	1	1	128	128.0	100.0%	complete
contig_2	CDS	DUF742_domain-containing_protein	1349368	1349782	1	1	150	150.0	100.0%	complete
contig_3	CDS	DNA-binding_protein	1894779	1895286	1	1	6560	6560.0	100.0%	complete
contig_3	CDS	L-erythrulose_kinase	527333	529124	1	1	602	602.0	100.0%	complete
contig_3	CDS	Hydrogen:quinone_oxidoreductase	2436374	2438156	1	1	813	813.0	100.0%	complete
contig_2	CDS	Glyoxalase	231961	232360	1	1	198	198.0	100.0%	complete
contig_2	CDS	Ppx/GppA_family_phosphatase	2582323	2582494	1	1	9	9.0	100.0%	complete
contig_2	CDS	cobyric_acid_synthase	2106093	2107635	1	1	786	786.0	100.0%	complete
contig_2	CDS	DUF4232_domain-containing_protein	4084987	4085812	1	1	174	174.0	100.0%	complete
contig_3	CDS	NADP_oxidoreductase	1286887	1287490	1	1	983	983.0	100.0%	complete
contig_3	CDS	D-inositol-3-phosphate_glycosyltransferase	2135782	2137171	1	1	677	677.0	100.0%	complete
contig_2	CDS	Oxidoreductase	503586	504519	1	1	250	250.0	100.0%	complete
contig_3	CDS	Rad50/SbcC-type_AAA_domain-containing_protein	1080279	1082112	1	1	3794	3794.0	100.0%	complete
contig_2	CDS	DUF2127_domain-containing_protein	4378000	4378891	1	1	1287	1287.0	100.0%	complete
contig_3	region	pyrrolidine	2118065	2168483	43	39	400376	9311.07	90.7%	partly
contig_2	CDS	Lipid-transfer_protein	1387974	1389021	1	1	107	107.0	100.0%	complete
contig_2	CDS	DUF222_domain-containing_protein	5248308	5248725	1	1	151	151.0	100.0%	complete
contig_2	CDS	Phosphatase_PAP2_family_protein	4650723	4651308	1	1	39	39.0	100.0%	complete
contig_2	CDS	WW_domain-containing_protein	2264009	2267078	1	1	14	14.0	100.0%	complete
contig_2	cand_cluster	azole-containing-RiPP	4370008	4393356	26	26	56359	2167.65	100.0%	complete
contig_3	CDS	tryptophan_synthase_subunit_alpha	1313270	1314074	1	0	0	0.0	0.0%	empty
contig_3	CDS	Phenylalanine-4-hydroxylase	2095822	2096710	1	1	237	237.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	1463794	1464337	1	1	104	104.0	100.0%	complete
contig_2	CDS	hypothetical_protein	5012780	5013266	1	1	6888	6888.0	100.0%	complete
contig_2	CDS	4'-demethylrebeccamycin_synthase	958026	959415	1	1	10421	10421.0	100.0%	complete
contig_2	CDS	Glycosyl_transferase	2601486	2602872	1	1	788	788.0	100.0%	complete
contig_2	CDS	non-specific_serine/threonine_protein_kinase	3650651	3652703	1	1	4250	4250.0	100.0%	complete
contig_3	CDS	PAS_domain-containing_protein	731017	733678	1	1	2627	2627.0	100.0%	complete
contig_3	CDS	Putative_enoyl-CoA_hydratase/isomerase	2786234	2787062	1	1	104	104.0	100.0%	complete
contig_3	CDS	K(+)-transporting_ATPase_subunit_F	867127	867217	1	1	100	100.0	100.0%	complete
contig_3	CDS	IS4_family_transposase	1337051	1338989	1	1	99	99.0	100.0%	complete
contig_2	CDS	Transglycosylase-like_domain_protein	3402141	3402825	1	1	55287	55287.0	100.0%	complete
contig_2	CDS	aminoacyl-tRNA_hydrolase	3440828	3441419	1	1	530	530.0	100.0%	complete
contig_2	CDS	Membrane_protein	4921918	4922998	1	1	46	46.0	100.0%	complete
contig_3	CDS	Lipocalin-like_domain-containing_protein	1292695	1293085	1	1	559	559.0	100.0%	complete
contig_3	CDS	MFS_transporter	2456838	2458242	1	0	0	0.0	0.0%	empty
contig_2	CDS	Polyketide_cyclase	1486823	1487297	1	1	611	611.0	100.0%	complete
contig_2	CDS	rRNA_maturation_RNase_YbeY	2817510	2818008	1	1	964	964.0	100.0%	complete
contig_2	CDS	glutamine--fructose-6-phosphate_transaminase_(isomerizing)	3063949	3065779	1	1	6181	6181.0	100.0%	complete
contig_3	CDS	histidine_kinase	212642	215645	1	1	5789	5789.0	100.0%	complete
contig_2	CDS	PPM-type_phosphatase_domain-containing_protein	3996392	3997634	1	1	246	246.0	100.0%	complete
contig_3	CDS	PadR_family_transcriptional_regulator	2927058	2927757	1	1	285	285.0	100.0%	complete
contig_2	CDS	hypothetical_protein	3546615	3546705	1	0	0	0.0	0.0%	empty
contig_2	CDS	hypothetical_protein	3335687	3335783	1	0	0	0.0	0.0%	empty
contig_3	CDS	Sec-independent_protein_translocase_subunit_TatA	2182112	2182433	1	1	32	32.0	100.0%	complete
contig_3	CDS	MgtC/SapB_transporter	1808451	1809186	1	1	670	670.0	100.0%	complete
contig_2	CDS	Cupin	3826121	3826652	1	1	2565	2565.0	100.0%	complete
contig_2	CDS	Gram-positive_cocci_surface_proteins_LPxTG_domain-containing_protein	4107594	4108422	1	1	569	569.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4007660	4008419	1	0	0	0.0	0.0%	empty
contig_2	CDS	Alkylmercury_lyase	1161329	1161668	1	1	206	206.0	100.0%	complete
contig_2	CDS	histidine_kinase	2673148	2674570	1	1	280	280.0	100.0%	complete
contig_2	CDS	Nitrite_reductase_small_subunit	2760838	2761195	1	1	86	86.0	100.0%	complete
contig_2	CDS	CoA_pyrophosphatase	4521238	4521964	1	1	876	876.0	100.0%	complete
contig_2	CDS	DNA_repair_protein_RecO	2800423	2801170	1	1	281	281.0	100.0%	complete
contig_3	CDS	IclR_family_transcriptional_regulator	1223890	1224694	1	1	2204	2204.0	100.0%	complete
contig_2	CDS	Sulfatase	2428934	2429240	1	0	0	0.0	0.0%	empty
contig_3	CDS	Restriction_endonuclease_type_IV_Mrr_domain-containing_protein	1200528	1201287	1	1	1127	1127.0	100.0%	complete
contig_2	CDS	DUF881_domain-containing_protein	4151363	4152134	1	1	856	856.0	100.0%	complete
contig_3	CDS	Mrr_restriction_system_protein	1941280	1943368	1	1	815	815.0	100.0%	complete
contig_2	CDS	DUF4232_domain-containing_protein	3844121	3844667	1	1	48	48.0	100.0%	complete
contig_2	CDS	Type_I_glutamate--ammonia_ligase	2508294	2508402	1	1	118	118.0	100.0%	complete
contig_2	CDS	ABC_transporter_permease	3898273	3899362	1	1	157	157.0	100.0%	complete
contig_2	CDS	5-oxoprolinase_subunit_PxpB	1366857	1367604	1	1	12	12.0	100.0%	complete
contig_2	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	1040458	1040461	0	0	0	0.0	0.0%	empty
contig_3	CDS	Transcriptional_regulator	747228	747612	1	1	11493	11493.0	100.0%	complete
contig_3	CDS	glycine_cleavage_system_aminomethyltransferase_GcvT	437895	439014	1	1	565	565.0	100.0%	complete
contig_2	CDS	Membrane_protein	5284025	5286446	1	1	754	754.0	100.0%	complete
contig_2	CDS	MarR_family_transcriptional_regulator	52761	53229	1	1	108	108.0	100.0%	complete
contig_2	CDS	SUKH-3_immunity_protein	1610863	1611325	1	1	321	321.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1326070	1326625	1	1	23	23.0	100.0%	complete
contig_2	CDS	RDD_family_protein	3164936	3166499	1	1	975	975.0	100.0%	complete
contig_3	CDS	DNA-binding_protein	547833	548493	1	1	7731	7731.0	100.0%	complete
contig_2	CDS	ScbR_family_autoregulator-binding_transcription_factor	4986807	4987479	1	1	61	61.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	78274	79624	1	1	253	253.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	325794	327225	1	1	244	244.0	100.0%	complete
contig_2	CDS	EbrA_repressor	2144504	2145068	1	1	11	11.0	100.0%	complete
contig_3	CDS	Glutamine_synthetase	1912465	1913848	1	1	1639	1639.0	100.0%	complete
contig_3	CDS	ATP-binding_protein	1690167	1690791	1	1	4384	4384.0	100.0%	complete
contig_2	CDS	DUF47_domain-containing_protein	4721516	4722137	1	1	1184	1184.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	251618	252212	1	1	31	31.0	100.0%	complete
contig_2	CDS	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentape_ptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase	59694	60858	1	1	401	401.0	100.0%	complete
contig_2	CDS	LysR_family_transcriptional_regulator	3215363	3216389	1	1	660	660.0	100.0%	complete
contig_2	CDS	Nitroreductase_domain-containing_protein	746605	746941	1	0	0	0.0	0.0%	empty
contig_3	CDS	Cobalamin_biosynthesis_protein_CobW	834733	835852	1	1	2238	2238.0	100.0%	complete
contig_3	CDS	Argininosuccinate_lyase	1743046	1744306	1	1	702	702.0	100.0%	complete
contig_2	CDS	Beta-ketoacyl-[acyl-carrier-protein]_synthase_III	86429	87530	1	1	146	146.0	100.0%	complete
contig_2	CDS	Acyl-CoA_synthetase	1391001	1392630	1	1	45	45.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	4742058	4742664	1	1	35	35.0	100.0%	complete
contig_2	CDS	Propionate_3-nitronate_monooxygenase	2830058	2831159	1	1	3838	3838.0	100.0%	complete
contig_2	CDS	hypothetical_protein	756958	757123	1	1	13	13.0	100.0%	complete
contig_2	protocluster	T1PKS	942090	1051971	36	33	433433	12039.81	91.7%	partly
contig_3	CDS	IclR_family_transcriptional_regulator_C-terminal_domain-containing_protein	1102770	1104390	1	1	84	84.0	100.0%	complete
contig_3	CDS	DDE_transposase	1296371	1296563	1	1	23	23.0	100.0%	complete
contig_3	CDS	Mobile_element_protein	506111	506243	1	1	94	94.0	100.0%	complete
contig_2	CDS	Phosphoesterase	5122496	5123096	1	1	420	420.0	100.0%	complete
contig_3	CDS	Aldehyde_dehydrogenase	1539097	1540681	1	1	15	15.0	100.0%	complete
contig_2	CDS	RNA_polymerase_C_sigma-24_subunit_C_ECF_subfamily	5183304	5184126	1	1	28343	28343.0	100.0%	complete
contig_3	CDS	histidine_kinase	1642573	1643836	1	1	579	579.0	100.0%	complete
contig_2	CDS	DUF4232_domain-containing_protein	4500100	4501159	1	1	76	76.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1422627	1422912	1	0	0	0.0	0.0%	empty
contig_2	CDS	DUF3040_domain-containing_protein	953640	953970	1	1	185	185.0	100.0%	complete
contig_2	CDS	ABC_transporter_permease	2494023	2494860	1	1	230	230.0	100.0%	complete
contig_3	CDS	Endonuclease/exonuclease/phosphatase_domain-containing_protein	1398689	1399529	1	1	81	81.0	100.0%	complete
contig_3	CDS	TIGR00374_family_protein	86645	89642	1	1	2922	2922.0	100.0%	complete
contig_3	CDS	3-hydroxyisobutyryl-CoA_hydrolase	930738	931824	1	1	6511	6511.0	100.0%	complete
contig_3	CDS	alpha-amylase	1475107	1477582	1	1	363	363.0	100.0%	complete
contig_3	CDS	Beta-lactamase_class_A_catalytic_domain-containing_protein	2069930	2070905	1	1	1480	1480.0	100.0%	complete
contig_3	CDS	Peptidase_inhibitor_family_I36	2630519	2630870	1	1	16384	16384.0	100.0%	complete
contig_3	CDS	DUF222_domain-containing_protein	1314084	1314867	1	1	23	23.0	100.0%	complete
contig_2	CDS	Methyltransferase_type_12	4498923	4499760	1	1	123	123.0	100.0%	complete
contig_3	CDS	Cytochrome_P450	2087255	2088545	1	1	167875	167875.0	100.0%	complete
contig_2	CDS	crotonyl-CoA_carboxylase/reductase	1047208	1048558	1	1	10830	10830.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1003301	1003541	1	1	554	554.0	100.0%	complete
contig_2	CDS	SPFH_domain-containing_protein	339781	340753	1	1	208	208.0	100.0%	complete
contig_2	CDS	Guanyltransferase	4810204	4810933	1	1	356	356.0	100.0%	complete
contig_3	CDS	DUF2249_domain-containing_protein	1372664	1372949	1	1	99	99.0	100.0%	complete
contig_2	CDS	dTDP-4-dehydrorhamnose_3,5-epimerase	658304	658871	1	1	1723	1723.0	100.0%	complete
contig_2	CDS	DUF6917_domain-containing_protein	1561447	1561855	1	1	5317	5317.0	100.0%	complete
contig_2	CDS	Sporulation-specific_cell_division_protein_SsgB	1691645	1692059	1	1	18140	18140.0	100.0%	complete
contig_2	CDS	Type_A2_lantipeptide	1112517	1112733	1	0	0	0.0	0.0%	empty
contig_3	CDS	Aldehyde_dehydrogenase	2208610	2210134	1	1	8088	8088.0	100.0%	complete
contig_3	CDS	MarR_family_transcriptional_regulator	1759668	1760124	1	1	408	408.0	100.0%	complete
contig_2	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	1049344	1049347	0	0	0	0.0	0.0%	empty
contig_3	CDS	Putative_kanamycin_biosynthetic_protein	2240539	2240734	1	1	284	284.0	100.0%	complete
contig_2	CDS	Short-chain_dehydrogenase	885575	886367	1	1	373	373.0	100.0%	complete
contig_2	CDS	rod_shape-determining_protein_RodA	1062066	1063263	1	1	3958	3958.0	100.0%	complete
contig_3	CDS	Prolyl_oligopeptidase_family_serine_peptidase	22126	24280	1	1	6040	6040.0	100.0%	complete
contig_3	CDS	Xanthine_dehydrogenase	1115129	1117268	1	1	591	591.0	100.0%	complete
contig_3	CDS	HTH_luxR-type_domain-containing_protein	1013903	1014566	1	1	535	535.0	100.0%	complete
contig_3	CDS	dihydroxy-acid_dehydratase	2743501	2745169	1	1	247	247.0	100.0%	complete
contig_3	CDS	LysR_family_transcriptional_regulator	1523380	1524244	1	1	52	52.0	100.0%	complete
contig_2	CDS	Ricin-type_beta-trefoil_lectin_domain-like	169114	169717	1	1	70	70.0	100.0%	complete
contig_2	CDS	Pirin	1936393	1937359	1	1	2018	2018.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1908750	1909062	1	1	66	66.0	100.0%	complete
contig_2	CDS	Prephenate_dehydrogenase	30162	31281	1	1	1978	1978.0	100.0%	complete
contig_2	CDS	Dehydratase	1919170	1919632	1	1	3218	3218.0	100.0%	complete
contig_2	CDS	MBL_fold_hydrolase	671052	672435	1	1	383	383.0	100.0%	complete
contig_3	CDS	protoporphyrinogen_oxidase	1022459	1023917	1	1	481	481.0	100.0%	complete
contig_2	CDS	Glutathione_peroxidase	1191905	1192394	1	1	2867	2867.0	100.0%	complete
contig_3	CDS	ABC_transporter_ATP-binding_protein	29132	30035	1	1	755	755.0	100.0%	complete
contig_3	CDS	Diaminopimelate_decarboxylase	2602570	2604061	1	1	511	511.0	100.0%	complete
contig_2	CDS	Histidinol_dehydrogenase	2305979	2307323	1	1	3113	3113.0	100.0%	complete
contig_3	CDS	transcriptional_regulator_NrdR	804563	805091	1	1	1397	1397.0	100.0%	complete
contig_2	CDS	Aquaglyceroporin	1829103	1829892	1	1	37644	37644.0	100.0%	complete
contig_3	CDS	D-alanyl-D-alanine_dipeptidase	1049958	1050591	1	1	122	122.0	100.0%	complete
contig_3	CDS	Ser_or_Arg-related_nuclear_matrix_protein	361861	362635	1	1	1246	1246.0	100.0%	complete
contig_3	CDS	Hydrolase	1786467	1787250	1	1	4850	4850.0	100.0%	complete
contig_3	CDS	N-acetylmuramoyl-L-alanine_amidase	2009169	2009814	1	1	62	62.0	100.0%	complete
contig_2	CDS	aminopeptidase_N	2258461	2261029	1	1	2527	2527.0	100.0%	complete
contig_2	CDS	PbsX_family_transcriptional_regulator	4732133	4732589	1	1	12109	12109.0	100.0%	complete
contig_2	CDS	Succinate_dehydrogenase_hydrophobic_membrane_anchor_subunit	5138667	5139144	1	1	4338	4338.0	100.0%	complete
contig_3	CDS	DNA-binding_response_regulator	2653163	2653751	1	1	1170	1170.0	100.0%	complete
contig_2	CDS	hypothetical_protein	163141	163726	1	1	232	232.0	100.0%	complete
contig_3	CDS	DUF1330_domain-containing_protein	2745229	2745628	1	1	421	421.0	100.0%	complete
contig_2	CDS	DUF742_domain-containing_protein	1974467	1974809	1	1	34	34.0	100.0%	complete
contig_2	CDS	Peptidyl-prolyl_cis-trans_isomerase	1660052	1660883	1	1	1609	1609.0	100.0%	complete
contig_2	CDS	N-acetyltransferase	1130394	1130547	1	1	10	10.0	100.0%	complete
contig_3	CDS	O-acetyl-ADP-ribose_deacetylase	1450890	1451421	1	1	120	120.0	100.0%	complete
contig_2	CDS	Hydroxyneurosporene-O-methyltransferase	145286	146285	1	1	62	62.0	100.0%	complete
contig_2	CDS	sodium-translocating_pyrophosphatase	4546303	4548712	1	1	1908	1908.0	100.0%	complete
contig_2	CDS	L-asparaginase_II	4745173	4746199	1	1	2625	2625.0	100.0%	complete
contig_2	CDS	HTH_cro/C1-type_domain-containing_protein	4087246	4088152	1	1	914	914.0	100.0%	complete
contig_2	CDS	NUDIX_hydrolase	3986622	3987036	1	1	1255	1255.0	100.0%	complete
contig_3	CDS	endopeptidase_La	114352	115447	1	1	3759	3759.0	100.0%	complete
contig_2	CDS	potassium-transporting_ATPase_subunit_KdpB	298436	300758	1	1	6	6.0	100.0%	complete
contig_3	CDS	glycine_cleavage_system_protein_GcvH	437396	437774	1	1	3209	3209.0	100.0%	complete
contig_2	CDS	Extradiol_dioxygenase	1256743	1257148	1	1	185	185.0	100.0%	complete
contig_3	CDS	UPF0056_membrane_protein	62337	62943	1	1	97	97.0	100.0%	complete
contig_2	CDS	polyphosphate--glucose_phosphotransferase	5313973	5314879	1	1	890	890.0	100.0%	complete
contig_2	CDS	NADH-quinone_oxidoreductase_subunit_D	3778128	3779463	1	1	2471	2471.0	100.0%	complete
contig_2	CDS	dTMP_kinase	4556550	4559787	1	1	6077	6077.0	100.0%	complete
contig_2	CDS	DNA-binding_protein_HU_1	3202240	3202522	1	1	54439	54439.0	100.0%	complete
contig_2	CDS	SH3b_domain-containing_protein	250234	250615	1	1	25	25.0	100.0%	complete
contig_2	CDS	Glycosyl_transferase	2014488	2015679	1	1	693	693.0	100.0%	complete
contig_3	CDS	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentape_ptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase	372777	373938	1	1	24	24.0	100.0%	complete
contig_2	CDS	Scramblase	2828318	2829188	1	1	280	280.0	100.0%	complete
contig_3	CDS	tRNA_2-thiouridine(34)_synthase_MnmA	454520	455672	1	1	3086	3086.0	100.0%	complete
contig_2	CDS	Solute-binding_protein	1098640	1099888	1	1	69	69.0	100.0%	complete
contig_3	CDS	Hydrolase	2664367	2665069	1	1	39610	39610.0	100.0%	complete
contig_3	CDS	Glycosyl_transferase	1674347	1675532	1	1	13	13.0	100.0%	complete
contig_2	CDS	dolichyl-phosphate_beta-glucosyltransferase	4354439	4355837	1	1	11	11.0	100.0%	complete
contig_2	CDS	Heme_ABC_transporter_ATP-binding_protein	5168081	5169605	1	1	576	576.0	100.0%	complete
contig_2	CDS	Esterase	1218776	1219442	1	1	311	311.0	100.0%	complete
contig_2	CDS	DUF6891_domain-containing_protein	2475849	2476755	1	1	351	351.0	100.0%	complete
contig_3	CDS	TetR_family_transcriptional_regulator	1672244	1672826	1	1	539	539.0	100.0%	complete
contig_3	CDS	glyoxylate_carboligase	2418081	2419863	1	1	119	119.0	100.0%	complete
contig_3	CDS	N-acetylmuramoyl-L-alanine_amidase	2927812	2928421	1	1	121	121.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1264534	1265044	1	1	12199	12199.0	100.0%	complete
contig_3	CDS	Lipopolysaccharide_assembly_protein_A_domain-containing_protein	2452106	2452457	1	1	187	187.0	100.0%	complete
contig_2	CDS	NADH-quinone_oxidoreductase_subunit_H	3741950	3742916	1	1	786	786.0	100.0%	complete
contig_2	CDS	Mannosyltransferase_PimB	1374311	1375445	1	1	16	16.0	100.0%	complete
contig_2	CDS	M6_family_metalloprotease_domain-containing_protein	3556830	3558282	1	1	102	102.0	100.0%	complete
contig_3	CDS	translation_elongation_factor_Ts	619552	620389	1	1	75130	75130.0	100.0%	complete
contig_2	CDS	MFS_transporter	122200	122431	1	0	0	0.0	0.0%	empty
contig_3	CDS	GDP-mannose_4,6-dehydratase	3044083	3045118	1	0	0	0.0	0.0%	empty
contig_3	CDS	Chitinase	2851386	2852652	1	1	144	144.0	100.0%	complete
contig_2	CDS	Putative_acyl-CoA_dehydrogenase_FadE17	3644096	3645251	1	1	93	93.0	100.0%	complete
contig_3	CDS	Lysozyme	2256234	2257113	1	1	190	190.0	100.0%	complete
contig_2	CDS	Histidine_kinase/HSP90-like_ATPase_domain-containing_protein	2889078	2889525	1	1	25	25.0	100.0%	complete
contig_3	CDS	transcription_termination_factor_Rho	241421	243440	1	1	64571	64571.0	100.0%	complete
contig_3	CDS	DUF3817_domain-containing_protein	364116	364467	1	1	2352	2352.0	100.0%	complete
contig_3	CDS	UspA_domain-containing_protein	2302994	2303864	1	1	25	25.0	100.0%	complete
contig_3	CDS	2,3-dihydroxybiphenyl_1,2-dioxygenase	2538420	2539317	1	1	57	57.0	100.0%	complete
contig_2	CDS	Stage_II_sporulation_protein_E_(SpoIIE)	1122155	1124573	1	1	28	28.0	100.0%	complete
