Region_,Cluster_type_,Cluster-Name_,Start_,End_,Genes_total_,Completeness_crude glycerol pH4,Completeness_crude glycerol pH7,Completeness_pure glycerol pH7,Genes_expressed_crude glycerol pH4,Genes_expressed_crude glycerol pH7,Genes_expressed_pure glycerol pH7,Reads_total_crude glycerol pH4,Reads_total_crude glycerol pH7,Reads_total_pure glycerol pH7
contig_3,CDS,"1,4-alpha-glucan_branching_enzyme",395612,397910,1,100.0%,100.0%,100.0%,1,1,1,1373,179,103
contig_3,CDS,1-aminocyclopropane-1-carboxylate_deaminase,168129,169035,1,100.0%,100.0%,100.0%,1,1,1,5379,879,4359
contig_3,CDS,1-deoxy-D-xylulose-5-phosphate_reductoisomerase,666203,667520,1,100.0%,100.0%,100.0%,1,1,1,8116,4640,4151
contig_3,CDS,1-deoxy-D-xylulose-5-phosphate_synthase,1004558,1006526,1,100.0%,100.0%,100.0%,1,1,1,83951,55087,72566
contig_3,CDS,1-phosphatidylinositol_phosphodiesterase,1971176,1972109,1,100.0%,100.0%,100.0%,1,1,1,1667,590,1159
contig_3,CDS,1-pyrroline_dehydrogenase,645340,646858,1,100.0%,100.0%,100.0%,1,1,1,1378,1480,1920
contig_3,CDS,16S_rRNA_(guanine(966)-N(2))-methyltransferase_RsmD,561251,561851,1,100.0%,100.0%,100.0%,1,1,1,2376,716,1236
contig_3,CDS,2'-5'_RNA_ligase,2406700,2407261,1,100.0%,100.0%,100.0%,1,1,1,1850,417,405
contig_3,CDS,"2,3-diaminopropionate_biosynthesis_protein_SbnA",2965845,2966847,1,100.0%,100.0%,100.0%,1,1,1,84,44,93
contig_3,CDS,"2,3-diaminopropionate_biosynthesis_protein_SbnB",2966910,2967981,1,100.0%,100.0%,100.0%,1,1,1,221,136,261
contig_3,CDS,"2,3-dihydroxybiphenyl_1,2-dioxygenase",2538420,2539317,1,100.0%,100.0%,100.0%,1,1,1,52,21,57
contig_3,CDS,"2,4-diaminopentanoate_dehydrogenase_C-terminal_domain-containing_protein",335891,336944,1,100.0%,100.0%,100.0%,1,1,1,4937,6116,3914
contig_3,CDS,2-dehydropantoate_2-reductase,1364642,1365557,1,100.0%,100.0%,100.0%,1,1,1,943,1904,1202
contig_3,CDS,2-deoxy-scyllo-inosamine_dehydrogenase,1938641,1939655,1,100.0%,100.0%,100.0%,1,1,1,946,514,2690
contig_3,CDS,2-deoxy-scyllo-inosamine_dehydrogenase,2860166,2861165,1,100.0%,100.0%,100.0%,1,1,1,405,277,541
contig_3,CDS,2-hydroxy-3-oxopropionate_reductase,1204667,1205564,1,100.0%,100.0%,100.0%,1,1,1,151,305,1257
contig_3,CDS,2-hydroxy-3-oxopropionate_reductase,2420895,2421792,1,100.0%,100.0%,100.0%,1,1,1,412,401,1521
contig_3,CDS,"2-hydroxyhepta-2,4-diene-1,7-dioate_isomerase",540498,541260,1,100.0%,100.0%,100.0%,1,1,1,30131,13047,29828
contig_3,CDS,2-isopropylmalate_synthase,2726124,2727705,1,100.0%,100.0%,100.0%,1,1,1,1411,605,2601
contig_3,CDS,2-keto-4-pentenoate_hydratase,2529913,2530696,1,100.0%,100.0%,0.0%,1,1,0,29,13,0
contig_3,CDS,2-nitropropane_dioxygenase,2523830,2524928,1,100.0%,0.0%,0.0%,1,0,0,8,0,0
contig_3,CDS,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline_decarboxylase,1207434,1207947,1,100.0%,100.0%,100.0%,1,1,1,734,163,53
contig_3,CDS,2-phospho-L-lactate_guanylyltransferase,548593,548797,1,100.0%,100.0%,100.0%,1,1,1,353,146,281
contig_3,CDS,2-phospho-L-lactate_guanylyltransferase,548777,549506,1,100.0%,100.0%,100.0%,1,1,1,800,141,216
contig_3,CDS,23S_rRNA_(adenine(2503)-C(2))-methyltransferase_RlmN,623363,624476,1,100.0%,100.0%,100.0%,1,1,1,4822,7838,10780
contig_3,CDS,23S_rRNA_(uracil(1939)-C(5))-methyltransferase_RlmD,884460,885801,1,100.0%,100.0%,100.0%,1,1,1,2422,2824,2309
contig_3,CDS,2OG-Fe(II)_oxygenase,2500775,2501837,1,100.0%,100.0%,100.0%,1,1,1,4483,1905,2853
contig_3,CDS,"3',5'-cyclic_adenosine_monophosphate_phosphodiesterase_CpdA",1744295,1745078,1,100.0%,100.0%,100.0%,1,1,1,1348,1572,130
contig_3,CDS,"3',5'-cyclic_adenosine_monophosphate_phosphodiesterase_CpdA",2964676,2965693,1,100.0%,100.0%,100.0%,1,1,1,294,139,360
contig_3,CDS,3'-5'_exonuclease,1012548,1013706,1,100.0%,100.0%,100.0%,1,1,1,5905,1878,2165
contig_3,CDS,3'-5'_exonuclease,1061558,1062272,1,100.0%,100.0%,100.0%,1,1,1,6063,1727,2890
contig_3,CDS,3'_terminal_RNA_ribose_2'-O-methyltransferase_Hen1,906264,907845,1,100.0%,100.0%,100.0%,1,1,1,6902,448,722
contig_3,CDS,"3-alpha,7-alpha,_12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA_hydratase",2539789,2540698,1,100.0%,100.0%,100.0%,1,1,1,74,25,34
contig_3,CDS,3-dehydroquinate_synthase,1852367,1853429,1,100.0%,100.0%,100.0%,1,1,1,9507,3548,2553
contig_3,CDS,"3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17_-dione_monooxygenase_oxygenase_subunit",2536363,2537533,1,100.0%,100.0%,0.0%,1,1,0,40,14,0
contig_3,CDS,3-hydroxyacyl-CoA_dehydrogenase,1008932,1011062,1,100.0%,100.0%,100.0%,1,1,1,26502,12353,30923
contig_3,CDS,3-hydroxyacyl-[acyl-carrier-protein]_dehydratase_FabZ,2679762,2680146,1,100.0%,100.0%,100.0%,1,1,1,4083,90,1425
contig_3,CDS,3-hydroxybutyryl-CoA_dehydrogenase,340599,341448,1,100.0%,100.0%,100.0%,1,1,1,25382,5615,21910
contig_3,CDS,3-hydroxybutyryl-CoA_dehydrogenase,1468108,1469953,1,100.0%,100.0%,100.0%,1,1,1,13985,113,1168
contig_3,CDS,3-hydroxyisobutyrate_dehydrogenase,931820,932774,1,100.0%,100.0%,100.0%,1,1,1,260,689,7004
contig_3,CDS,3-hydroxyisobutyryl-CoA_hydrolase,930738,931824,1,100.0%,100.0%,100.0%,1,1,1,243,428,6511
contig_3,CDS,3-isopropylmalate_dehydratase_large_subunit,545296,546727,1,100.0%,100.0%,100.0%,1,1,1,97443,141561,97247
contig_3,CDS,3-isopropylmalate_dehydratase_large_subunit,2727980,2729384,1,100.0%,100.0%,100.0%,1,1,1,377,62,67
contig_3,CDS,3-isopropylmalate_dehydratase_small_subunit,546732,547326,1,100.0%,100.0%,100.0%,1,1,1,37881,50024,32769
contig_3,CDS,3-isopropylmalate_dehydratase_small_subunit,2725477,2726128,1,100.0%,100.0%,100.0%,1,1,1,363,233,877
contig_3,CDS,3-isopropylmalate_dehydrogenase,508075,509116,1,100.0%,100.0%,100.0%,1,1,1,48007,62669,32153
contig_3,CDS,3-isopropylmalate_dehydrogenase,2729380,2730481,1,100.0%,100.0%,100.0%,1,1,1,56,44,27
contig_3,CDS,3-keto-5-aminohexanoate_cleavage_protein,1908180,1909077,1,100.0%,100.0%,100.0%,1,1,1,360,829,681
contig_3,CDS,3-methyladenine_DNA_glycosylase,43176,43782,1,100.0%,100.0%,100.0%,1,1,1,2567,1024,1311
contig_3,CDS,3-oxoacyl-(ACP)_reductase,956773,957544,1,100.0%,100.0%,100.0%,1,1,1,282,1010,472
contig_3,CDS,3-oxoacyl-ACP_reductase,2427650,2428415,1,100.0%,100.0%,100.0%,1,1,1,103,110,95
contig_3,CDS,3-oxoacyl-ACP_synthase,967711,968740,1,100.0%,100.0%,100.0%,1,1,1,101,388,229
contig_3,CDS,3-oxoacyl-ACP_synthase,2680139,2681249,1,100.0%,100.0%,100.0%,1,1,1,1273,41,365
contig_3,CDS,3-oxoacyl-[acyl-carrier-protein]_reductase,2740761,2741541,1,100.0%,100.0%,100.0%,1,1,1,8,16,27
contig_3,CDS,3-oxoacyl-[acyl-carrier-protein]_synthase_2,972230,973526,1,100.0%,100.0%,100.0%,1,1,1,80,594,217
contig_3,CDS,3-oxoacyl-[acyl-carrier_protein]_reductase,2509811,2510564,1,0.0%,100.0%,100.0%,0,1,1,0,8,24
contig_3,CDS,3-oxoacyl-[acyl-carrier_protein]_reductase,3008880,3009597,1,100.0%,100.0%,100.0%,1,1,1,79,45,34
contig_3,CDS,3-oxoadipate_enol-lactonase,1106259,1107087,1,100.0%,100.0%,100.0%,1,1,1,226,45,22
contig_3,CDS,3-oxosteroid_1-dehydrogenase,2540724,2542386,1,100.0%,100.0%,100.0%,1,1,1,127,61,25
contig_3,CDS,3-phosphoshikimate_1-carboxyvinyltransferase,131131,132484,1,100.0%,100.0%,100.0%,1,1,1,4433,4330,3595
contig_3,CDS,30S_ribosomal_protein_S12_methylthiotransferase_RimO,744439,745945,1,100.0%,100.0%,100.0%,1,1,1,17541,5175,7014
contig_3,CDS,30S_ribosomal_protein_S15,713815,714103,1,100.0%,100.0%,100.0%,1,1,1,3423,10600,6223
contig_3,CDS,30S_ribosomal_protein_S16,592001,592442,1,100.0%,100.0%,100.0%,1,1,1,45404,34034,33824
contig_3,CDS,30S_ribosomal_protein_S2,618552,619443,1,100.0%,100.0%,100.0%,1,1,1,63848,128826,112287
contig_3,CDS,30S_ribosome-binding_factor_RbfA,681614,682070,1,100.0%,100.0%,100.0%,1,1,1,870,1041,635
contig_3,CDS,4'-phosphopantetheinyl_transferase,335008,335812,1,100.0%,100.0%,100.0%,1,1,1,835,438,299
contig_3,CDS,4'-phosphopantetheinyl_transferase,965440,966220,1,100.0%,100.0%,100.0%,1,1,1,256,97,105
contig_3,CDS,4'-phosphopantetheinyl_transferase,1044268,1044928,1,100.0%,100.0%,100.0%,1,1,1,3759,2553,3119
contig_3,CDS,4'-phosphopantetheinyl_transferase_domain-containing_protein,2576037,2576694,1,100.0%,100.0%,0.0%,1,1,0,26,5,0
contig_3,CDS,"4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1_(10),2-diene-4-oate_hydrolase",2537529,2538393,1,100.0%,100.0%,0.0%,1,1,0,18,8,0
contig_3,CDS,4-amino-4-deoxychorismate_lyase,2640693,2641473,1,100.0%,100.0%,100.0%,1,1,1,370,870,962
contig_3,CDS,4-aminobutyrate--2-oxoglutarate_transaminase,655704,657054,1,100.0%,100.0%,100.0%,1,1,1,9336,3344,6590
contig_3,CDS,4-carboxymuconolactone_decarboxylase,1408741,1410007,1,100.0%,100.0%,100.0%,1,1,1,3300,1572,2081
contig_3,CDS,4-hydroxy-2-oxovalerate_aldolase,2531682,2532708,1,100.0%,100.0%,100.0%,1,1,1,10,18,62
contig_3,CDS,4-hydroxy-tetrahydrodipicolinate_reductase,718043,718796,1,100.0%,100.0%,100.0%,1,1,1,2017,2906,2151
contig_3,CDS,4-hydroxy-tetrahydrodipicolinate_synthase,721459,722359,1,100.0%,100.0%,100.0%,1,1,1,18447,8457,9849
contig_3,CDS,4-hydroxybenzoate_3-monooxygenase,1107083,1108271,1,100.0%,100.0%,100.0%,1,1,1,675,113,322
contig_3,CDS,4-hydroxybenzoate_3-monooxygenase,2829975,2830173,1,100.0%,100.0%,100.0%,1,1,1,36,55,155
contig_3,CDS,4-hydroxybenzoyl-CoA_thioesterase,1906559,1907072,1,100.0%,100.0%,100.0%,1,1,1,159,219,180
contig_3,CDS,4-hydroxythreonine-4-phosphate_dehydrogenase_PdxA,2477098,2478190,1,100.0%,100.0%,100.0%,1,1,1,771,104,76
contig_3,CDS,4a-hydroxytetrahydrobiopterin_dehydratase,1513074,1513386,1,100.0%,100.0%,100.0%,1,1,1,439,163,366
contig_3,CDS,50S_ribosomal_protein_L19,594355,594703,1,100.0%,100.0%,100.0%,1,1,1,10255,14434,11576
contig_3,CDS,50S_ribosomal_protein_L28,555823,556009,1,100.0%,100.0%,100.0%,1,1,1,8025,10236,8311
contig_3,CDS,50S_ribosomal_protein_L31,245085,245310,1,100.0%,100.0%,100.0%,1,1,1,14543,11620,10090
contig_3,CDS,50S_ribosomal_protein_L32,564413,564587,1,100.0%,100.0%,100.0%,1,1,1,2184,1128,5640
contig_3,CDS,"6-carboxy-5,6,7,8-tetrahydropterin_synthase",1720000,1720363,1,100.0%,100.0%,100.0%,1,1,1,207,62,228
contig_3,CDS,6-phosphogluconate_dehydrogenase,2700229,2701117,1,100.0%,100.0%,100.0%,1,1,1,146,93,118
contig_3,CDS,6-phosphogluconolactonase,1930122,1931313,1,100.0%,100.0%,100.0%,1,1,1,306,93,93
contig_3,CDS,7-carboxy-7-deazaguanine_synthase,1720460,1721132,1,100.0%,100.0%,100.0%,1,1,1,346,71,209
contig_3,CDS,7-carboxy-7-deazaguanine_synthase,2899234,2900347,1,100.0%,100.0%,100.0%,1,1,1,1729,2661,1775
contig_3,CDS,7-cyano-7-deazaguanine_synthase_QueC,1726662,1727379,1,100.0%,100.0%,100.0%,1,1,1,434,197,594
contig_3,CDS,8-amino-7-oxononanoate_synthase,2349141,2350335,1,100.0%,100.0%,100.0%,1,1,1,473,97,126
contig_3,CDS,8-oxoguanine_deaminase,1210803,1212207,1,100.0%,100.0%,100.0%,1,1,1,2135,897,952
contig_3,CDS,8-oxoguanine_deaminase,2503315,2504722,1,100.0%,100.0%,100.0%,1,1,1,246,115,581
contig_3,CDS,AAA+_ATPase_domain-containing_protein,611413,613141,1,100.0%,100.0%,100.0%,1,1,1,39,4,21
contig_3,CDS,AAA+_ATPase_domain-containing_protein,1328563,1329706,1,0.0%,0.0%,100.0%,0,0,1,0,0,1
contig_3,CDS,AAA+_ATPase_domain-containing_protein,1577507,1578227,1,100.0%,100.0%,100.0%,1,1,1,5,26,104
contig_3,CDS,AAA_domain-containing_protein,685458,688086,1,100.0%,100.0%,100.0%,1,1,1,21371,14715,26749
contig_3,CDS,AAA_family_ATPase,2913298,2913946,1,100.0%,100.0%,100.0%,1,1,1,900,190,578
contig_3,CDS,ABC3_transporter_permease_C-terminal_domain-containing_protein,2363112,2365308,1,100.0%,100.0%,100.0%,1,1,1,15332,35124,94064
contig_3,CDS,ABC_transport_system_ATP-binding_protein,1036774,1037461,1,100.0%,100.0%,100.0%,1,1,1,871,108,95
contig_3,CDS,ABC_transporter,18341,20141,1,100.0%,100.0%,100.0%,1,1,1,74169,37961,31396
contig_3,CDS,ABC_transporter,348076,349327,1,100.0%,100.0%,100.0%,1,1,1,2450,6161,4109
contig_3,CDS,ABC_transporter,350739,351513,1,100.0%,100.0%,100.0%,1,1,1,106,62,161
contig_3,CDS,ABC_transporter,386740,389314,1,100.0%,100.0%,100.0%,1,1,1,241,1231,721
contig_3,CDS,ABC_transporter,408901,410809,1,100.0%,100.0%,100.0%,1,1,1,1856,245,205
contig_3,CDS,ABC_transporter,410805,412683,1,100.0%,100.0%,100.0%,1,1,1,4308,1006,1041
contig_3,CDS,ABC_transporter,1032660,1033341,1,100.0%,100.0%,100.0%,1,1,1,294,73,128
contig_3,CDS,ABC_transporter,2486971,2488210,1,100.0%,100.0%,100.0%,1,1,1,2612,5783,4755
contig_3,CDS,ABC_transporter,2840991,2842611,1,100.0%,100.0%,100.0%,1,1,1,7963,3423,6499
contig_3,CDS,ABC_transporter_ATP-binding_protein,13925,14960,1,100.0%,100.0%,0.0%,1,1,0,60,25,0
contig_3,CDS,ABC_transporter_ATP-binding_protein,29132,30035,1,100.0%,100.0%,100.0%,1,1,1,2565,845,755
contig_3,CDS,ABC_transporter_ATP-binding_protein,104954,106421,1,100.0%,100.0%,100.0%,1,1,1,6330,2964,5605
contig_3,CDS,ABC_transporter_ATP-binding_protein,225045,225915,1,100.0%,100.0%,100.0%,1,1,1,1667,776,694
contig_3,CDS,ABC_transporter_ATP-binding_protein,349323,350613,1,100.0%,100.0%,100.0%,1,1,1,6582,6538,4447
contig_3,CDS,ABC_transporter_ATP-binding_protein,351516,352539,1,100.0%,100.0%,100.0%,1,1,1,200,246,243
contig_3,CDS,ABC_transporter_ATP-binding_protein,389443,390232,1,100.0%,100.0%,100.0%,1,1,1,369,500,384
contig_3,CDS,ABC_transporter_ATP-binding_protein,636844,637585,1,100.0%,100.0%,100.0%,1,1,1,1523,735,963
contig_3,CDS,ABC_transporter_ATP-binding_protein,872050,872578,1,100.0%,100.0%,100.0%,1,1,1,1272,168,193
contig_3,CDS,ABC_transporter_ATP-binding_protein,898115,899144,1,100.0%,100.0%,100.0%,1,1,1,323,111,174
contig_3,CDS,ABC_transporter_ATP-binding_protein,1031752,1032664,1,100.0%,100.0%,100.0%,1,1,1,524,160,238
contig_3,CDS,ABC_transporter_ATP-binding_protein,1087769,1088570,1,100.0%,100.0%,100.0%,1,1,1,4729,10975,14181
contig_3,CDS,ABC_transporter_ATP-binding_protein,1128075,1130448,1,100.0%,100.0%,100.0%,1,1,1,686,72,202
contig_3,CDS,ABC_transporter_ATP-binding_protein,1243309,1244119,1,100.0%,100.0%,100.0%,1,1,1,2155,437,718
contig_3,CDS,ABC_transporter_ATP-binding_protein,1412701,1414309,1,100.0%,100.0%,100.0%,1,1,1,53,13,16
contig_3,CDS,ABC_transporter_ATP-binding_protein,1485751,1487584,1,100.0%,100.0%,100.0%,1,1,1,6635,1061,629
contig_3,CDS,ABC_transporter_ATP-binding_protein,1771729,1772473,1,100.0%,100.0%,100.0%,1,1,1,1205,20,71
contig_3,CDS,ABC_transporter_ATP-binding_protein,1994063,1994744,1,100.0%,100.0%,100.0%,1,1,1,1,93,128
contig_3,CDS,ABC_transporter_ATP-binding_protein,2171003,2172638,1,100.0%,100.0%,100.0%,1,1,1,257,103,34
contig_3,CDS,ABC_transporter_ATP-binding_protein,2365304,2365967,1,100.0%,100.0%,100.0%,1,1,1,3596,8012,23819
contig_3,CDS,ABC_transporter_ATP-binding_protein,2486255,2486969,1,100.0%,100.0%,100.0%,1,1,1,1632,3987,3404
contig_3,CDS,ABC_transporter_ATP-binding_protein,2649591,2651382,1,100.0%,100.0%,100.0%,1,1,1,4092,3097,2669
contig_3,CDS,ABC_transporter_ATP-binding_protein,2651378,2653139,1,100.0%,100.0%,100.0%,1,1,1,2000,1282,510
contig_3,CDS,ABC_transporter_ATP-binding_protein,2830825,2832538,1,100.0%,100.0%,100.0%,1,1,1,501,336,561
contig_3,CDS,ABC_transporter_ATP-binding_protein,2991063,2992077,1,0.0%,0.0%,100.0%,0,0,1,0,0,12
contig_3,CDS,ABC_transporter_C_permease_protein,2955592,2956258,1,100.0%,100.0%,100.0%,1,1,1,246,53,112
contig_3,CDS,ABC_transporter_permease,11017,11941,1,100.0%,100.0%,100.0%,1,1,1,70,37,100
contig_3,CDS,ABC_transporter_permease,11933,12917,1,100.0%,100.0%,100.0%,1,1,1,69,9,89
contig_3,CDS,ABC_transporter_permease,17259,18231,1,100.0%,100.0%,100.0%,1,1,1,16392,7550,4175
contig_3,CDS,ABC_transporter_permease,76574,77564,1,100.0%,100.0%,100.0%,1,1,1,30,108,64
contig_3,CDS,ABC_transporter_permease,442537,443536,1,100.0%,100.0%,100.0%,1,1,1,3946,748,1219
contig_3,CDS,ABC_transporter_permease,445443,446454,1,100.0%,100.0%,100.0%,1,1,1,6404,3004,4176
contig_3,CDS,ABC_transporter_permease,649490,650429,1,100.0%,100.0%,100.0%,1,1,1,346,654,544
contig_3,CDS,ABC_transporter_permease,650428,651313,1,100.0%,100.0%,100.0%,1,1,1,380,595,181
contig_3,CDS,ABC_transporter_permease,962198,963149,1,100.0%,100.0%,100.0%,1,1,1,1015,1787,2022
contig_3,CDS,ABC_transporter_permease,1638260,1639460,1,100.0%,100.0%,100.0%,1,1,1,240,66,253
contig_3,CDS,ABC_transporter_permease,1991125,1992124,1,100.0%,100.0%,100.0%,1,1,1,32,962,756
contig_3,CDS,ABC_transporter_permease,1992116,1992995,1,100.0%,100.0%,100.0%,1,1,1,18,355,516
contig_3,CDS,ABC_transporter_permease,2066452,2067304,1,100.0%,100.0%,100.0%,1,1,1,3,112,178
contig_3,CDS,ABC_transporter_permease,2246726,2247578,1,100.0%,100.0%,100.0%,1,1,1,96,32,76
contig_3,CDS,ABC_transporter_permease,2247574,2248504,1,100.0%,100.0%,0.0%,1,1,0,59,44,0
contig_3,CDS,ABC_transporter_permease,2618543,2619437,1,100.0%,100.0%,100.0%,1,1,1,322,26,20
contig_3,CDS,ABC_transporter_permease,2638646,2639780,1,100.0%,100.0%,100.0%,1,1,1,306,9300,15846
contig_3,CDS,ABC_transporter_permease,2694187,2695957,1,100.0%,100.0%,100.0%,1,1,1,220,24,75
contig_3,CDS,ABC_transporter_permease,2950558,2951503,1,0.0%,100.0%,100.0%,0,1,1,0,67,24
contig_3,CDS,ABC_transporter_permease_subunit,20246,21281,1,100.0%,100.0%,100.0%,1,1,1,52581,10127,10048
contig_3,CDS,ABC_transporter_solute-binding_protein,641457,642639,1,100.0%,100.0%,100.0%,1,1,1,389,202,340
contig_3,CDS,ABC_transporter_substrate-binding_protein,73885,75622,1,100.0%,100.0%,100.0%,1,1,1,33,581,546
contig_3,CDS,ABC_transporter_substrate-binding_protein,443616,445365,1,100.0%,100.0%,100.0%,1,1,1,14113,9195,14277
contig_3,CDS,ABC_transporter_substrate-binding_protein,774863,775775,1,100.0%,100.0%,100.0%,1,1,1,11227,26149,27439
contig_3,CDS,ABC_transporter_substrate-binding_protein,1037457,1038630,1,100.0%,100.0%,100.0%,1,1,1,289,26,34
contig_3,CDS,ABC_transporter_substrate-binding_protein,2018607,2019384,1,100.0%,100.0%,100.0%,1,1,1,246,55,11
contig_3,CDS,ABC_transporter_substrate-binding_protein,2064389,2065466,1,100.0%,100.0%,100.0%,1,1,1,37,348,164
contig_3,CDS,ABC_transporter_substrate-binding_protein,2616796,2617789,1,100.0%,100.0%,100.0%,1,1,1,665,269,343
contig_3,CDS,ABC_transporter_substrate-binding_protein,2637586,2638645,1,100.0%,100.0%,100.0%,1,1,1,413,17184,32260
contig_3,CDS,ABC_transporter_substrate-binding_protein,2993886,2995542,1,100.0%,100.0%,0.0%,1,1,0,22,13,0
contig_3,CDS,AB_hydrolase-1_domain-containing_protein,1278728,1279415,1,100.0%,100.0%,100.0%,1,1,1,2045,1135,3051
contig_3,CDS,AB_hydrolase-1_domain-containing_protein,1516807,1517881,1,100.0%,100.0%,100.0%,1,1,1,885,785,1288
contig_3,CDS,ACP_S-malonyltransferase,327555,330888,1,100.0%,100.0%,100.0%,1,1,1,2774,6190,4316
contig_3,CDS,AI-2E_family_transporter,766428,767757,1,100.0%,100.0%,100.0%,1,1,1,5616,783,1188
contig_3,CDS,AI-2E_family_transporter,2917028,2918048,1,100.0%,100.0%,100.0%,1,1,1,18,40,53
contig_3,CDS,AIM24_family_protein,362631,363282,1,100.0%,100.0%,100.0%,1,1,1,3440,1002,647
contig_3,CDS,AIM24_family_protein,363281,364079,1,100.0%,100.0%,100.0%,1,1,1,2813,916,826
contig_3,CDS,AMP-binding_protein,1196754,1198455,1,100.0%,100.0%,100.0%,1,1,1,10409,14624,2686
contig_3,CDS,AMP-dependent_acyl-CoA_synthetase,2681721,2683119,1,100.0%,100.0%,100.0%,1,1,1,1909,62,432
contig_3,CDS,AMP-dependent_synthetase,924654,926262,1,100.0%,100.0%,100.0%,1,1,1,1436,149,225
contig_3,CDS,AMP-dependent_synthetase,1183522,1185064,1,100.0%,100.0%,100.0%,1,1,1,3581,13134,31683
contig_3,CDS,ANTAR_domain-containing_protein,1310504,1310960,1,100.0%,100.0%,0.0%,1,1,0,32,46,0
contig_3,CDS,ANTAR_domain-containing_protein,1312789,1313278,1,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_3,CDS,ANTAR_domain-containing_protein,2374139,2374460,1,100.0%,100.0%,100.0%,1,1,1,345,108,133
contig_3,CDS,ATP-binding_protein,37865,38324,1,100.0%,100.0%,100.0%,1,1,1,3539,799,53
contig_3,CDS,ATP-binding_protein,69502,69730,1,100.0%,100.0%,100.0%,1,1,1,778,1095,905
contig_3,CDS,ATP-binding_protein,187692,188502,1,100.0%,100.0%,100.0%,1,1,1,5119,3601,6495
contig_3,CDS,ATP-binding_protein,419254,419791,1,100.0%,100.0%,100.0%,1,1,1,2712,262,373
contig_3,CDS,ATP-binding_protein,439558,440272,1,0.0%,100.0%,100.0%,0,1,1,0,22,29
contig_3,CDS,ATP-binding_protein,474844,475279,1,100.0%,100.0%,100.0%,1,1,1,133,33,136
contig_3,CDS,ATP-binding_protein,529217,529796,1,100.0%,100.0%,100.0%,1,1,1,14787,7221,9610
contig_3,CDS,ATP-binding_protein,534456,535050,1,100.0%,100.0%,100.0%,1,1,1,15579,6597,6229
contig_3,CDS,ATP-binding_protein,703258,705484,1,100.0%,100.0%,100.0%,1,1,1,3634,3275,3111
contig_3,CDS,ATP-binding_protein,1159236,1159734,1,100.0%,100.0%,100.0%,1,1,1,5549,737,388
contig_3,CDS,ATP-binding_protein,1339372,1340737,1,100.0%,100.0%,100.0%,1,1,1,82,21,21
contig_3,CDS,ATP-binding_protein,1342952,1344314,1,0.0%,100.0%,100.0%,0,1,1,0,24,44
contig_3,CDS,ATP-binding_protein,1518890,1519172,1,100.0%,100.0%,100.0%,1,1,1,30,24,6
contig_3,CDS,ATP-binding_protein,1549922,1551737,1,100.0%,100.0%,100.0%,1,1,1,169,55,15
contig_3,CDS,ATP-binding_protein,1590400,1590880,1,100.0%,0.0%,100.0%,1,0,1,22,0,109
contig_3,CDS,ATP-binding_protein,1690167,1690791,1,100.0%,100.0%,100.0%,1,1,1,41067,13711,4384
contig_3,CDS,ATP-binding_protein,1775169,1775706,1,100.0%,100.0%,100.0%,1,1,1,6032,2737,3379
contig_3,CDS,ATP-binding_protein,1848352,1848844,1,100.0%,100.0%,100.0%,1,1,1,9565,2664,1943
contig_3,CDS,ATP-binding_protein,1886562,1887183,1,100.0%,100.0%,100.0%,1,1,1,3325,1326,9
contig_3,CDS,ATP-binding_protein,2031283,2031898,1,100.0%,100.0%,100.0%,1,1,1,1317,1172,406
contig_3,CDS,ATP-binding_protein,2183338,2183767,1,100.0%,0.0%,100.0%,1,0,1,15,0,20
contig_3,CDS,ATP-dependent_6-phosphofructokinase,385598,386624,1,100.0%,100.0%,100.0%,1,1,1,9574,9337,7530
contig_3,CDS,ATP-dependent_6-phosphofructokinase,2396867,2397908,1,100.0%,100.0%,100.0%,1,1,1,13835,15275,12958
contig_3,CDS,ATP-dependent_Clp_protease_proteolytic_subunit,2352280,2352916,1,100.0%,100.0%,100.0%,1,1,1,65,27,44
contig_3,CDS,ATP-dependent_DNA_helicase_RecG,558071,561095,1,100.0%,100.0%,100.0%,1,1,1,9850,1573,2478
contig_3,CDS,ATP-dependent_DNA_helicase_RecQ,815653,817819,1,100.0%,100.0%,100.0%,1,1,1,2940,1319,1541
contig_3,CDS,ATP-dependent_DNA_ligase,2237063,2237969,1,100.0%,100.0%,100.0%,1,1,1,815,41,449
contig_3,CDS,ATP-dependent_DNA_ligase,2462806,2463874,1,100.0%,0.0%,100.0%,1,0,1,29,0,104
contig_3,CDS,ATP-dependent_helicase,749680,754447,1,100.0%,100.0%,100.0%,1,1,1,8556,1023,1302
contig_3,CDS,ATP-grasp_domain-containing_protein,1533582,1535718,1,100.0%,100.0%,100.0%,1,1,1,3159,76,633
contig_3,CDS,ATP-grasp_domain-containing_protein,1874982,1876140,1,100.0%,100.0%,100.0%,1,1,1,1573,304,194
contig_3,CDS,ATP-grasp_domain-containing_protein,2673356,2674652,1,100.0%,100.0%,100.0%,1,1,1,8551,291,5686
contig_3,CDS,ATP/GTP-binding_protein,347733,348057,1,100.0%,100.0%,100.0%,1,1,1,234,184,227
