Species,Contigs,Accession,Status,TaxID
Streptomyces sp. NPDC006251,73,GCF_040613595.1,Scaffold,3155718
Streptomyces sp. NPDC006259,20,GCF_042870975.1,Scaffold,3364740
Streptomyces sp. NPDC006261,166,GCF_040613515.1,Scaffold,3156739
Streptomyces sp. NPDC006265,1550,GCF_040613555.1,Scaffold,3156740
Streptomyces sp. NPDC006267,110,GCF_040613455.1,Scaffold,3157173
Streptomyces sp. NPDC006270,63,GCF_042870925.1,Scaffold,3364741
Streptomyces sp. NPDC006274,84,GCF_040613435.1,Scaffold,3154582
Streptomyces sp. NPDC006283,494,GCF_040613325.1,Scaffold,3156741
Streptomyces sp. NPDC006284,74,GCF_040613355.1,Scaffold,3156742
Streptomyces sp. NPDC006285,185,GCF_042870955.1,Scaffold,3364742
Streptomyces sp. NPDC006288,91,GCF_040613295.1,Scaffold,3156743
Streptomyces sp. NPDC006289,108,GCF_040613275.1,Scaffold,3156744
Streptomyces sp. NPDC006290,139,GCF_040613255.1,Scaffold,3156745
Streptomyces sp. NPDC006294,48,GCF_042870895.1,Scaffold,3364743
Streptomyces sp. NPDC006296,92,GCF_040613235.1,Scaffold,3156746
Streptomyces sp. NPDC006307,495,GCF_040613155.1,Scaffold,3156748
Streptomyces sp. NPDC006309,67,GCF_040613095.1,Scaffold,3156749
Streptomyces sp. NPDC006314,80,GCF_040613075.1,Scaffold,3154475
Streptomyces sp. NPDC006320,67,GCF_040613055.1,Scaffold,3156750
Streptomyces sp. NPDC006324,1282,GCF_040612925.1,Scaffold,3156751
Streptomyces sp. NPDC006326,117,GCF_040612915.1,Scaffold,3156752
Streptomyces sp. NPDC006332,144,GCF_040612855.1,Scaffold,3155456
Streptomyces sp. NPDC006334,611,GCF_040612815.1,Scaffold,3156754
Streptomyces sp. NPDC006335,62,GCF_040612795.1,Scaffold,3156895
Streptomyces sp. NPDC006339,124,GCF_040612775.1,Scaffold,3156755
Streptomyces sp. NPDC006341,184,GCF_040612735.1,Scaffold,3156756
Streptomyces sp. NPDC006349,299,GCF_040612695.1,Scaffold,3156757
Streptomyces sp. NPDC006355,117,GCF_040612655.1,Scaffold,3156758
Streptomyces sp. NPDC006356,2331,GCA_040612635.1,Scaffold,3155350
Streptomyces sp. NPDC006365,54,GCF_042870755.1,Scaffold,3364744
Streptomyces sp. NPDC006367,154,GCF_040612555.1,Scaffold,3156759
Streptomyces sp. NPDC006368,109,GCF_040612535.1,Scaffold,3156760
Streptomyces sp. NPDC006372,88,GCF_040612515.1,Scaffold,3155599
Streptomyces sp. NPDC006384,66,GCF_042870695.1,Scaffold,3364745
Streptomyces sp. NPDC006385,185,GCF_040612485.1,Scaffold,3156761
Streptomyces sp. NPDC006386,1890,GCF_040612475.1,Scaffold,3156762
Streptomyces sp. NPDC006393,233,GCF_040628575.1,Scaffold,3156763
Streptomyces sp. NPDC006415,153,GCF_040612355.1,Scaffold,3155351
Streptomyces sp. NPDC006422,194,GCF_040612335.1,Scaffold,3155457
Streptomyces sp. NPDC006430,126,GCF_040612395.1,Scaffold,3154299
Streptomyces sp. NPDC006435,129,GCF_040612315.1,Scaffold,3154300
Streptomyces sp. NPDC006446,151,GCF_040612235.1,Scaffold,3154301
Streptomyces sp. NPDC006450,284,GCF_040612195.1,Scaffold,3155458
Streptomyces sp. NPDC006458,98,GCF_040612135.1,Scaffold,3154302
Streptomyces sp. NPDC006459,112,GCF_040612145.1,Scaffold,3154303
Streptomyces sp. NPDC006460,71,GCF_040612115.1,Scaffold,3154304
Streptomyces sp. NPDC006463,81,GCF_042870715.1,Scaffold,3364746
Streptomyces sp. NPDC006464,89,GCF_040612075.1,Scaffold,3154305
Streptomyces sp. NPDC006465,171,GCF_040612095.1,Scaffold,3157174
Streptomyces sp. NPDC006475,100,GCF_040612035.1,Scaffold,3155719
Streptomyces sp. NPDC006476,330,GCF_040612015.1,Scaffold,3157175
Streptomyces sp. NPDC006477,43,GCF_042870615.1,Scaffold,3364747
Streptomyces sp. NPDC006482,114,GCF_040611975.1,Scaffold,3154306
Streptomyces sp. NPDC006487,55,GCF_042870555.1,Scaffold,3364748
Streptomyces sp. NPDC006510,482,GCF_040611955.1,Scaffold,3155600
Streptomyces sp. NPDC006512,147,GCF_040611935.1,Scaffold,3154307
Streptomyces sp. NPDC006514,113,GCF_040611915.1,Scaffold,3154308
Streptomyces sp. NPDC006516,43,GCF_040611875.1,Scaffold,3154309
Streptomyces sp. NPDC006527,91,GCF_042870495.1,Scaffold,3364749
Streptomyces sp. NPDC006529,150,GCF_040611795.1,Scaffold,3157177
Streptomyces sp. NPDC006530,24,GCF_042870435.1,Scaffold,3364750
Streptomyces sp. NPDC006539,165,GCF_040611755.1,Scaffold,3155352
Streptomyces sp. NPDC006540,111,GCF_040611735.1,Scaffold,3155353
Streptomyces sp. NPDC006544,243,GCF_040611715.1,Scaffold,3154583
Streptomyces sp. NPDC006551,104,GCF_040611675.1,Scaffold,3157178
Streptomyces sp. NPDC006552,151,GCF_040611655.1,Scaffold,3157179
Streptomyces sp. NPDC006553,271,GCF_040611635.1,Scaffold,3157180
Streptomyces sp. NPDC006602,115,GCF_042870385.1,Scaffold,3364751
Streptomyces sp. NPDC006610,107,GCF_040611575.1,Scaffold,3154584
Streptomyces sp. NPDC006617,152,GCF_040611595.1,Scaffold,3155354
Streptomyces sp. NPDC006622,49,GCF_040611535.1,Scaffold,3155459
Streptomyces sp. NPDC006624,115,GCF_040611555.1,Scaffold,3154892
Streptomyces sp. NPDC006627,81,GCF_040611515.1,Scaffold,3154679
Streptomyces sp. NPDC006631,41,GCF_042870375.1,Scaffold,3364752
Streptomyces sp. NPDC006632,71,GCF_040611455.1,Scaffold,3157182
Streptomyces sp. NPDC006638,108,GCF_040611435.1,Scaffold,3157183
Streptomyces sp. NPDC006639,108,GCF_042870235.1,Scaffold,3364753
Streptomyces sp. NPDC006640,37,GCF_042870195.1,Scaffold,3364754
Streptomyces sp. NPDC006641,102,GCF_042870215.1,Scaffold,3364755
Streptomyces sp. NPDC006643,56,GCF_042870175.1,Scaffold,3364756
Streptomyces sp. NPDC006645,90,GCF_040611475.1,Scaffold,3157184
Streptomyces sp. NPDC006649,78,GCF_040611395.1,Scaffold,3156896
Streptomyces sp. NPDC006654,146,GCF_040636435.1,Scaffold,3156897
Streptomyces sp. NPDC006655,264,GCF_040703965.1,Scaffold,3156898
Streptomyces sp. NPDC006656,76,GCF_040703915.1,Scaffold,3156899
Streptomyces sp. NPDC006658,281,GCF_040636395.1,Scaffold,3156900
Streptomyces sp. NPDC006660,133,GCF_040636315.1,Scaffold,3156901
Streptomyces sp. NPDC006662,80,GCF_040636345.1,Scaffold,3156902
Streptomyces sp. NPDC006668,307,GCF_040636355.1,Scaffold,3156903
Streptomyces sp. NPDC006670,137,GCF_040636295.1,Scaffold,3154476
Streptomyces sp. NPDC006678,107,GCF_040636225.1,Scaffold,3157185
Streptomyces sp. NPDC006682,166,GCF_040703935.1,Scaffold,3156904
Streptomyces sp. NPDC006684,54,GCF_040703875.1,Scaffold,3154477
Streptomyces sp. NPDC006687,39,GCF_040636215.1,Scaffold,3154478
Streptomyces sp. NPDC006691,57,GCF_042869955.1,Scaffold,3364757
Streptomyces sp. NPDC006692,65,GCF_042870005.1,Scaffold,3364758
Streptomyces sp. NPDC006700,110,GCF_040636245.1,Scaffold,3154479
Streptomyces sp. NPDC006703,91,GCF_042869875.1,Scaffold,3364759
Streptomyces sp. NPDC006704,69,GCF_042869895.1,Scaffold,3364760
Streptomyces sp. NPDC006706,116,GCF_042869855.1,Scaffold,3364761
Streptomyces sp. NPDC006711,49,GCF_042869775.1,Scaffold,3364762
Streptomyces sp. NPDC006733,127,GCF_040636125.1,Scaffold,3155460
Streptomyces sp. NPDC006739,104,GCF_042869815.1,Scaffold,3364763
Streptomyces sp. NPDC006743,169,GCF_040703815.1,Scaffold,3154480
Streptomyces sp. NPDC006784,35,GCF_042869715.1,Scaffold,3364764
Streptomyces sp. NPDC006785,63,GCF_040636035.1,Scaffold,3155461
Streptomyces sp. NPDC006798,122,GCF_040635975.1,Scaffold,3155462
Streptomyces sp. NPDC006854,86,GCF_040635795.1,Scaffold,3155115
Streptomyces sp. NPDC006855,79,GCF_042869675.1,Scaffold,3364765
Streptomyces sp. NPDC006856,55,GCF_042869655.1,Scaffold,3364766
Streptomyces sp. NPDC006863,257,GCF_040635855.1,Scaffold,3154779
Streptomyces sp. NPDC006864,236,GCF_040703795.1,Scaffold,3154780
Streptomyces sp. NPDC006872,57,GCF_040635845.1,Scaffold,3155720
Streptomyces sp. NPDC006875,673,GCF_040635755.1,Scaffold,3154781
Streptomyces sp. NPDC006879,119,GCF_042869595.1,Scaffold,3364767
Streptomyces sp. NPDC006906,89,GCF_040635695.1,Scaffold,3154782
Streptomyces sp. NPDC006923,79,GCF_040635655.1,Scaffold,3155355
Streptomyces sp. NPDC006925,58,GCF_042869575.1,Scaffold,3364768
Streptomyces sp. NPDC006967,312,GCF_040635405.1,Scaffold,3156906
Streptomyces sp. NPDC006971,167,GCF_040635325.1,Scaffold,3154784
Streptomyces sp. NPDC006975,99,GCF_040703715.1,Scaffold,3154310
Streptomyces sp. NPDC006976,137,GCF_040635315.1,Scaffold,3154311
Streptomyces sp. NPDC006978,70,GCF_042869475.1,Scaffold,3364769
Streptomyces sp. NPDC006984,329,GCF_040635295.1,Scaffold,3155463
Streptomyces sp. NPDC006990,86,GCF_040703775.1,Scaffold,3154481
Streptomyces sp. NPDC006992,484,GCF_040635255.1,Scaffold,3155601
Streptomyces sp. NPDC006995,90,GCF_040635235.1,Scaffold,3156907
Streptomyces sp. NPDC006996,253,GCF_040635155.1,Scaffold,3156908
Streptomyces sp. NPDC006997,111,GCF_040635175.1,Scaffold,3155356
Streptomyces sp. NPDC006999,337,GCF_040635165.1,Scaffold,3156909
Streptomyces sp. NPDC007000,516,GCF_040635215.1,Scaffold,3155357
Streptomyces sp. NPDC007002,81,GCF_040703755.1,Scaffold,3156910
Streptomyces sp. NPDC007007,57,GCF_042869395.1,Scaffold,3364770
Streptomyces sp. NPDC007020,74,GCF_040635035.1,Scaffold,3154585
Streptomyces sp. NPDC007025,32,GCF_042869455.1,Scaffold,3364771
Streptomyces sp. NPDC007027,122,GCF_040703695.1,Scaffold,3157086
Streptomyces sp. NPDC007044,102,GCF_040703675.1,Scaffold,3156911
Streptomyces sp. NPDC007049,190,GCF_040634855.1,Scaffold,3156912
Streptomyces sp. NPDC007056,111,GCF_040634805.1,Scaffold,3155358
Streptomyces sp. NPDC007057,132,GCF_040634785.1,Scaffold,3154586
Streptomyces sp. NPDC007063,50,GCF_042869375.1,Scaffold,3364772
Streptomyces sp. NPDC007070,1320,GCF_040634695.1,Scaffold,3154312
Streptomyces sp. NPDC007074,169,GCF_040644855.1,Scaffold,3156764
Streptomyces sp. NPDC007076,241,GCF_040634595.1,Scaffold,3160975
Streptomyces sp. NPDC007083,207,GCF_040644775.1,Scaffold,3156913
Streptomyces sp. NPDC007084,141,GCF_040703595.1,Scaffold,3154313
Streptomyces sp. NPDC007088,47,GCF_042869355.1,Scaffold,3364773
Streptomyces sp. NPDC007094,107,GCF_040634535.1,Scaffold,3155359
Streptomyces sp. NPDC007095,550,GCF_040634475.1,Scaffold,3154482
Streptomyces sp. NPDC007100,126,GCF_040634485.1,Scaffold,3155602
Streptomyces sp. NPDC007110,281,GCF_040634355.1,Scaffold,3156916
Streptomyces sp. NPDC007117,72,GCF_040634335.1,Scaffold,3154314
Streptomyces sp. NPDC007126,22,GCF_042869235.1,Scaffold,3364774
Streptomyces sp. NPDC007148,70,GCF_042869255.1,Scaffold,3364775
Streptomyces sp. NPDC007157,79,GCF_040634235.1,Scaffold,3154681
Streptomyces sp. NPDC007162,1077,GCF_040634175.1,Scaffold,3156917
Streptomyces sp. NPDC007164,155,GCF_040634135.1,Scaffold,3156918
Streptomyces sp. NPDC007168,113,GCF_040703615.1,Scaffold,3156919
Streptomyces sp. NPDC007172,54,GCF_042869155.1,Scaffold,3364776
Streptomyces sp. NPDC007189,73,GCF_040703635.1,Scaffold,3154315
Streptomyces sp. NPDC007205,199,GCF_040634095.1,Scaffold,3154316
Streptomyces sp. NPDC007206,108,GCF_040644795.1,Scaffold,3154317
Streptomyces sp. NPDC007251,81,GCF_040634055.1,Scaffold,3154483
Streptomyces sp. NPDC007259,49,GCF_040703555.1,Scaffold,3154319
Streptomyces sp. NPDC007264,55,GCF_042869095.1,Scaffold,3364777
Streptomyces sp. NPDC007325,210,GCF_040633995.1,Scaffold,3154588
Streptomyces sp. NPDC007346,297,GCF_040703535.1,Scaffold,3154682
Streptomyces sp. NPDC007355,102,GCF_042868975.1,Scaffold,3364778
Streptomyces sp. NPDC007369,138,GCF_040633925.1,Scaffold,3154589
Streptomyces sp. NPDC007808,26,GCF_042868655.1,Scaffold,3364779
Streptomyces sp. NPDC007818,54,GCF_042868575.1,Scaffold,3364780
Streptomyces sp. NPDC007851,81,GCF_040633915.1,Scaffold,3155008
Streptomyces sp. NPDC007856,130,GCF_042868225.1,Scaffold,3364781
Streptomyces sp. NPDC007861,86,GCF_040633935.1,Scaffold,3154893
Streptomyces sp. NPDC007863,60,GCF_040633895.1,Scaffold,3154894
Streptomyces sp. NPDC007872,22,GCF_042868165.1,Scaffold,3364782
Streptomyces sp. NPDC007875,116,GCF_042868035.1,Scaffold,3364783
Streptomyces sp. NPDC007883,56,GCF_040633815.1,Scaffold,3155116
Streptomyces sp. NPDC007896,59,GCF_042959425.1,Scaffold,3364784
Streptomyces sp. NPDC007901,114,GCF_042959465.1,Scaffold,3364785
Streptomyces sp. NPDC007903,13,GCF_042959385.1,Scaffold,3364786
Streptomyces sp. NPDC007904,89,GCF_042959325.1,Scaffold,3364787
Streptomyces sp. NPDC007905,88,GCF_042959345.1,Scaffold,3364788
Streptomyces sp. NPDC007907,29,GCF_042959365.1,Scaffold,3364789
Streptomyces sp. NPDC007910,20,GCF_042959245.1,Scaffold,3364790
Streptomyces sp. NPDC007914,47,GCF_042959225.1,Scaffold,3364791
Streptomyces sp. NPDC007916,87,GCF_042959205.1,Scaffold,3364792
Streptomyces sp. NPDC007917,91,GCF_042959105.1,Scaffold,3364793
Streptomyces sp. NPDC007920,49,GCF_042959185.1,Scaffold,3364794
Streptomyces sp. NPDC007929,31,GCF_042959065.1,Scaffold,3364795
Streptomyces sp. NPDC007940,23,GCF_042959025.1,Scaffold,3364796
Streptomyces sp. NPDC007945,26,GCF_042958885.1,Scaffold,3364797
Streptomyces sp. NPDC007960,72,GCF_042958825.1,Scaffold,3364798
Streptomyces sp. NPDC007971,94,GCF_042958635.1,Scaffold,3364799
Streptomyces sp. NPDC007983,73,GCF_042958345.1,Scaffold,3364800
Streptomyces sp. NPDC007984,28,GCF_042958425.1,Scaffold,3364801
Streptomyces sp. NPDC007988,24,GCF_042958265.1,Scaffold,3364802
Streptomyces sp. NPDC007991,35,GCF_042958445.1,Scaffold,3364803
Streptomyces sp. NPDC008001,24,GCF_042958085.1,Scaffold,3364804
Streptomyces sp. NPDC008061,102,GCF_042957405.1,Scaffold,3364805
Streptomyces sp. NPDC008086,30,GCF_042957325.1,Scaffold,3364807
Streptomyces sp. NPDC008092,46,GCF_042957285.1,Scaffold,3364808
Streptomyces sp. NPDC008121,61,GCF_042957155.1,Scaffold,3364809
Streptomyces sp. NPDC008122,55,GCF_042957185.1,Scaffold,3364810
Streptomyces sp. NPDC008125,66,GCF_042957125.1,Scaffold,3364811
Streptomyces sp. NPDC008132,52,GCF_042957105.1,Scaffold,3364812
Streptomyces sp. NPDC008137,74,GCF_042957035.1,Scaffold,3364813
Streptomyces sp. NPDC008139,37,GCF_042957025.1,Scaffold,3364814
Streptomyces sp. NPDC008141,17,GCF_042956975.1,Scaffold,3364815
Streptomyces sp. NPDC008150,29,GCF_042956945.1,Scaffold,3364816
Streptomyces sp. NPDC008159,59,GCF_042957015.1,Scaffold,3364817
Streptomyces sp. NPDC008163,34,GCF_042956885.1,Scaffold,3364818
Streptomyces sp. NPDC008196,36,GCF_042956765.1,Scaffold,3364819
Streptomyces sp. NPDC008222,176,GCF_042956635.1,Scaffold,3364820
Streptomyces sp. NPDC008238,81,GCA_042956445.1,Scaffold,3364821
Streptomyces sp. NPDC008240,59,GCF_042956505.1,Scaffold,3364822
Streptomyces sp. NPDC008259,38,GCF_042956375.1,Scaffold,3364823
Streptomyces sp. NPDC008265,27,GCF_042956305.1,Scaffold,3364824
Streptomyces sp. NPDC008312,34,GCF_042956145.1,Scaffold,3364825
Streptomyces sp. NPDC008313,63,GCF_042956125.1,Scaffold,3364826
Streptomyces sp. NPDC008317,24,GCF_042955955.1,Scaffold,3364827
Streptomyces sp. NPDC008343,99,GCF_042955875.1,Scaffold,3364828
Streptomyces sp. NPDC010273,58,GCF_042955725.1,Scaffold,3364829
Streptomyces sp. NPDC012389,25,GCF_042955475.1,Scaffold,3364830
Streptomyces sp. NPDC012403,85,GCF_042955465.1,Scaffold,3364831
Streptomyces sp. NPDC012421,26,GCF_042955365.1,Scaffold,3364832
Streptomyces sp. NPDC012438,81,GCF_042955375.1,Scaffold,3364833
Streptomyces sp. NPDC012450,28,GCF_042955295.1,Scaffold,3364834
Streptomyces sp. NPDC012461,30,GCF_040633715.1,Scaffold,3155117
Streptomyces sp. NPDC012466,29,GCF_042955215.1,Scaffold,3364835
Streptomyces sp. NPDC012473,47,GCF_040633695.1,Scaffold,3156676
Streptomyces sp. NPDC012474,60,GCF_042955185.1,Scaffold,3364836
Streptomyces sp. NPDC012485,62,GCF_040703395.1,Scaffold,3156673
Streptomyces sp. NPDC012486,76,GCF_040633635.1,Scaffold,3156669
Streptomyces sp. NPDC012508,28,GCF_042902595.1,Scaffold,3364837
Streptomyces sp. NPDC012510,111,GCF_042955065.1,Scaffold,3364838
Streptomyces sp. NPDC012589,17,GCF_042902345.1,Scaffold,3364839
Streptomyces sp. NPDC012600,46,GCF_049545425.1,Scaffold,3415005
Streptomyces sp. NPDC012616,155,GCF_042954855.1,Scaffold,3364840
Streptomyces sp. NPDC012617,36,GCF_040633595.1,Scaffold,3156677
Streptomyces sp. NPDC012623,21,GCF_042902265.1,Scaffold,3364841
Streptomyces sp. NPDC012637,25,GCF_042954805.1,Scaffold,3364842
Streptomyces sp. NPDC012689,27,GCF_042901685.1,Scaffold,3364843
Streptomyces sp. NPDC012693,50,GCF_042901655.1,Scaffold,3364844
Streptomyces sp. NPDC012746,103,GCF_042901425.1,Scaffold,3364845
Streptomyces sp. NPDC012751,114,GCF_042901305.1,Scaffold,3364846
Streptomyces sp. NPDC012756,51,GCF_042901285.1,Scaffold,3364847
Streptomyces sp. NPDC012765,68,GCF_040633525.1,Scaffold,3155249
Streptomyces sp. NPDC012769,18,GCF_042901205.1,Scaffold,3364848
Streptomyces sp. NPDC012793,29,GCF_042901065.1,Scaffold,3364849
Streptomyces sp. NPDC012794,57,GCF_042901085.1,Scaffold,3364850
Streptomyces sp. NPDC012825,51,GCF_042900925.1,Scaffold,3364851
Streptomyces sp. NPDC012827,23,GCF_042900905.1,Scaffold,3364852
Streptomyces sp. NPDC012829,20,GCF_042900845.1,Scaffold,3364853
Streptomyces sp. NPDC012835,13,GCF_042900885.1,Scaffold,3364854
Streptomyces sp. NPDC012842,32,GCF_040633505.1,Scaffold,3156678
Streptomyces sp. NPDC012888,32,GCF_042900645.1,Scaffold,3364855
Streptomyces sp. NPDC012904,29,GCF_042900445.1,Scaffold,3364856
Streptomyces sp. NPDC012935,132,GCF_042900345.1,Scaffold,3364857
Streptomyces sp. NPDC012950,43,GCF_042900315.1,Scaffold,3364858
Streptomyces sp. NPDC012972,32,GCF_042900205.1,Scaffold,3364859
Streptomyces sp. NPDC013012,44,GCF_042899985.1,Scaffold,3364860
Streptomyces sp. NPDC013082,84,GCF_040633375.1,Scaffold,3156686
Streptomyces sp. NPDC013087,174,GCF_040633405.1,Scaffold,3156694
Streptomyces sp. NPDC013099,42,GCF_040633305.1,Scaffold,3156687
Streptomyces sp. NPDC013130,143,GCF_040633275.1,Scaffold,3156695
Streptomyces sp. NPDC013157,46,GCF_042899865.1,Scaffold,3364861
Streptomyces sp. NPDC013161,20,GCF_042899795.1,Scaffold,3364862
Streptomyces sp. NPDC013171,25,GCF_042899825.1,Scaffold,3364863
Streptomyces sp. NPDC013172,160,GCF_040633315.1,Scaffold,3155009
Streptomyces sp. NPDC013178,144,GCF_040633255.1,Scaffold,3155118
Streptomyces sp. NPDC013181,34,GCF_042899765.1,Scaffold,3364864
Streptomyces sp. NPDC013187,53,GCF_042899705.1,Scaffold,3364865
Streptomyces sp. NPDC013313,283,GCF_040633175.1,Scaffold,3155603
Streptomyces sp. NPDC013433,164,GCF_040703435.1,Scaffold,3155604
Streptomyces sp. NPDC013455,89,GCF_040632975.1,Scaffold,3155605
Streptomyces sp. NPDC013457,36,GCF_043089925.1,Scaffold,3364866
Streptomyces sp. NPDC013489,357,GCF_040632995.1,Scaffold,3155606
Streptomyces sp. NPDC013740,24,GCF_043089765.1,Scaffold,3364867
Streptomyces sp. NPDC013953,59,GCF_043089125.1,Scaffold,3364868
Streptomyces sp. NPDC013978,80,GCF_043088975.1,Scaffold,3364869
Streptomyces sp. NPDC014006,61,GCF_043088925.1,Scaffold,3364870
Streptomyces sp. NPDC014344,146,GCF_043088645.1,Scaffold,3364871
Streptomyces sp. NPDC014376,62,GCF_043088565.1,Scaffold,3364872
Streptomyces sp. NPDC014603,24,GCF_043088385.1,Scaffold,3364873
Streptomyces sp. NPDC014622,92,GCF_043088205.1,Scaffold,3364874
Streptomyces sp. NPDC014623,69,GCF_043088245.1,Scaffold,3364875
Streptomyces sp. NPDC014636,50,GCF_043087985.1,Scaffold,3364876
Streptomyces sp. NPDC014646,91,GCF_043084385.1,Scaffold,3364877
Streptomyces sp. NPDC014656,45,GCF_043084305.1,Scaffold,3364878
Streptomyces sp. NPDC014676,51,GCF_043084105.1,Scaffold,3364879
Streptomyces sp. NPDC014684,44,GCF_043083925.1,Scaffold,3364880
Streptomyces sp. NPDC014685,154,GCF_043083885.1,Scaffold,3364881
Streptomyces sp. NPDC014724,82,GCF_043083425.1,Scaffold,3364882
Streptomyces sp. NPDC014727,94,GCF_043083485.1,Scaffold,3364883
Streptomyces sp. NPDC014728,101,GCF_043083345.1,Scaffold,3364884
Streptomyces sp. NPDC014733,37,GCF_043083385.1,Scaffold,3364885
Streptomyces sp. NPDC014734,76,GCF_043083325.1,Scaffold,3364886
Streptomyces sp. NPDC014735,103,GCF_043083305.1,Scaffold,3364887
Streptomyces sp. NPDC014738,90,GCF_043083105.1,Scaffold,3364901
Streptomyces sp. NPDC014741,107,GCF_043083125.1,Scaffold,3364902
Streptomyces sp. NPDC014744,105,GCF_043083165.1,Scaffold,3364903
Streptomyces sp. NPDC014746,63,GCF_043082985.1,Scaffold,3364904
Streptomyces sp. NPDC014748,49,GCF_043082965.1,Scaffold,3364905
Streptomyces sp. NPDC014758,38,GCF_043082745.1,Scaffold,3364906
Streptomyces sp. NPDC014764,58,GCF_043082785.1,Scaffold,3364907
Streptomyces sp. NPDC014773,148,GCF_043082525.1,Scaffold,3364908
Streptomyces sp. NPDC014776,80,GCF_043082455.1,Scaffold,3364909
Streptomyces sp. NPDC014777,37,GCF_043082385.1,Scaffold,3364910
Streptomyces sp. NPDC014779,36,GCF_043082365.1,Scaffold,3364911
Streptomyces sp. NPDC014791,255,GCF_043082565.1,Scaffold,3364912
Streptomyces sp. NPDC014792,59,GCF_043082195.1,Scaffold,3364913
Streptomyces sp. NPDC014793,74,GCF_043161825.1,Scaffold,3364914
Streptomyces sp. NPDC014796,108,GCF_043082125.1,Scaffold,3364915
Streptomyces sp. NPDC014801,37,GCF_043082085.1,Scaffold,3364916
Streptomyces sp. NPDC014802,87,GCF_043082025.1,Scaffold,3364917
Streptomyces sp. NPDC014803,38,GCF_043081985.1,Scaffold,3364918
Streptomyces sp. NPDC014805,62,GCF_043081965.1,Scaffold,3364919
Streptomyces sp. NPDC014806,35,GCF_043081945.1,Scaffold,3364920
Streptomyces sp. NPDC014820,82,GCF_043081805.1,Scaffold,3364921
Streptomyces sp. NPDC014846,67,GCF_043081785.1,Scaffold,3364922
Streptomyces sp. NPDC014861,51,GCF_043081625.1,Scaffold,3364923
Streptomyces sp. NPDC014864,59,GCF_043081525.1,Scaffold,3364924
Streptomyces sp. NPDC014870,20,GCF_043081505.1,Scaffold,3364925
Streptomyces sp. NPDC014872,95,GCF_043081395.1,Scaffold,3364926
Streptomyces sp. NPDC014882,36,GCF_043081325.1,Scaffold,3364927
Streptomyces sp. NPDC014889,50,GCF_043081205.1,Scaffold,3364928
Streptomyces sp. NPDC014891,28,GCF_043081085.1,Scaffold,3364929
Streptomyces sp. NPDC014892,63,GCF_043081065.1,Scaffold,3364930
Streptomyces sp. NPDC014894,66,GCF_043080985.1,Scaffold,3364931
Streptomyces sp. NPDC014940,58,GCF_043080885.1,Scaffold,3364932
